Info.ISIN,Info.CompanyDescription,Info.CompanyName,Info.Ticker,Info.Country,Info.List,Info.Industry,Info.ReportDate.Next,Stock.LatestPrice,Stock.Return.Act_1d,Stock.Return.Act_1w,Stock.Return.Act_1m,Stock.Return.Act_3m,Stock.Return.Act_6m,Stock.Return.Act_1y,Stock.Return.Act_3y,Stock.Return.Act_5y,Valuation.MarketCap,Valuation.P_E.Latest,Valuation.P_E.Avg_1y,Valuation.P_E.Avg_3y,Valuation.P_S.Latest,Valuation.P_S.Avg_1y,Valuation.P_S.Avg_3y,Valuation.P_FCF.Latest,Valuation.P_FCF.Avg_1y,Valuation.P_FCF.Avg_3y,TA.MA5_MA20,TA.MA20_MA70,TA.MA50_MA200,Strat.Graham,Profitability.ROC
SE0006256558,,Absolent,ABSO,Sverige,First North,Byggprodukter,2017-05-22,130.25,-0.0387453883886337,-0.0629496350884438,0.00192307692486793,0.0698151960968971,0.0991561189293861,-0.10172414034605,,,1474.56005859375,22.413230895996,25.8002796173095,24.9175395965576,3.43396210670471,3.85567593574523,3.74621701240539,33.5959587097167,42.0005798339843,330.093505859375,-0.000840127468109131,0.0501176118850708,0.048792839050293,1,0.522282779216766
SE0007387022,,Absolicon,ABSL,Sverige,Aktietorget,Energiproducenter,,285,-0.0222984552383423,-0.0138408299535513,0.295454531908035,0.737804889678955,2.35294103622436,,,,271.320007324218,-41.4678192138671,-41.4678192138671,,55.8961715698242,55.8961715698242,,-29.4400997161865,-29.4400997161865,,0.100150585174561,0.0700739622116089,0.856902360916137,3,-1.90614700317382
SE0007897079,,AcadeMedia,ACAD,Sverige,Mid Cap,Konsument,2017-05-10,57,-0.00436681229621172,-0.00869565177708864,-0.0172413792461157,,0.0555555522441864,,,,5363.7001953125,13.3427000045776,15.4889297485351,10.4701795578002,0.577549278736114,0.634559273719787,0.415627390146255,19.9394092559814,28.4428596496582,18.9619102478027,-0.0129421949386597,0.0134282112121582,-0.00950419902801514,3,0.121751002967358
SE0000105116,,Acando,ACAN B,Sverige,Mid Cap,IT-Tjänster,2017-05-04,30.2999992370605,0.00331120751798153,0.00331120751798153,-0.0350318588316441,-0.0560747422277927,0.221774190664291,0.792899370193481,1.16428565979003,1.24444437026977,3116.81005859375,14.8420295715332,11.9255304336547,12.7977895736694,1.3527820110321,0.992791175842285,1.01314401626586,21.348009109497,19.9218101501464,17.4634208679199,-0.0310639142990112,-0.0101283192634583,0.163766264915466,3,0.216753005981445
SE0009268717,,Acarix,ACARIX,Sverige,First North,Sjukvård,2017-05-24,18.8999996185302,-0.0357143245637417,-0.0357143245637417,-0.0406091921031475,-0.0825243070721626,,,,,,,,,,,,,,,-0.0260000228881836,-0.0145008563995361,-0.026054322719574,2,
SE0009580079,,Acosense,ACOS,Sverige,Aktietorget,Tjänster & Leverans,,7.69999980926513,,-0.0887574031949043,0.0620689392089844,,,,,,,,,,,,,,,,0.0185778141021729,-0.0568582452833652,,2,
SE0009189608,,AcouSort,ACOU,Sverige,Aktietorget,Bioteknik,,8.35000038146972,-0.0176470130681992,-0.0176470130681992,-0.0923912450671196,-0.10215051472187,,,,,46.0251998901367,-165.674606323242,-165.674606323242,,29.2223491668701,29.2223491668701,,,,,-0.0584958791732788,-0.0830474495887756,-0.00149160623550415,2,
SE0007306188,,Acrinova,ACRI,Sverige,Aktietorget,Fastigheter,2017-05-12,40.4000015258789,,-0.100222714245319,-0.0921348035335541,-0.167010262608528,-0.278571397066116,-0.129310339689255,,,182.527206420898,8.8804874420166,10.7711400985717,8.40846920013427,3.64187598228454,5.54738187789916,9.63949871063232,,-0.765717923641204,0.158148795366287,-0.045108500868082,-0.0663625597953796,-0.130781888961792,,0.0276851803064346
SE0009269467,,Actic Group,ATIC,Sverige,Small Cap,Konsument,,52.5,-0.0186915881931782,0.0194174759089947,0.0396039597690105,,,,,,553.875,-139.850799560546,-34.9627113342285,-46.6169395446777,0.667368412017822,0.166842103004456,0.222456097602844,-6.96952295303344,-2.32317399978637,-2.32317399978637,0.0413157939910889,-0.00117254257202148,,,0.0372479408979416
SE0001137985,,Active Biotech,ACTI,Sverige,Small Cap,Bioteknik,2017-04-27,5.40000009536743,-0.00917426031082869,0.0485436879098415,-0.689655125141143,-0.59090906381607,-0.467980265617371,-0.470588237047195,-0.844380438327789,-0.872340381145477,522.849609375,-8.92267036437988,-12.7672500610351,-11.9316902160644,26.4065494537353,52.1711807250976,63.9882507324218,-8.33890914916992,-11.1784601211547,-10.3014497756958,-0.40171891450882,-0.375511586666107,0.167954087257385,1,-0.170375093817711
SE0009695927,,AcuCort,ACUC,Sverige,Aktietorget,Läkemedel,,3.69000005722045,,-0.023809501901269,-0.161363646388054,,,,,,,,,,,,,,,,-0.0144016742706299,-0.0249000787734985,,2,
