"Bolagsnamn";"Info";"Info";"Info";"Info";"Info";"Aktiekurs";"Börsvärde";"Kursutveck.";"Kursutveck.";"Kursutveck.";"Kursutveck.";"Kursutveck.";"Kursutveck.";"Kursutveck.";"Kursutveck.";"P/E";"P/E";"P/E";"P/S";"P/S";"P/S";"P/FCF";"P/FCF";"P/FCF";"Medelvärde";"Medelvärde";"Medelvärde";"Info";"N. Rapport";"Graham"
"";"Land";"Lista";"Bransch";"Ticker";"ISIN";"Senaste";"Senaste";"Utveck.  1d";"Utveck.  1v";"Utveck.  1m";"Utveck.  3m";"Utveck.  6m";"Utveck.  1 år";"Utveck.  3 år";"Utveck.  5 år";"Senaste";"Snitt 1 år";"Snitt 3 år";"Senaste";"Snitt 1 år";"Snitt 3 år";"Senaste";"Snitt 1 år";"Snitt 3 år";"MA(5)/MA(20)";"MA(20)/MA(70)";"MA(50)/MA(200)";"N. Rapport";"Antal dagar";"Poäng"
"Ecoclime Comfort Ceilings";"Sverige";"Aktietorget";"Byggprodukter";"ECC";"SE0005504164";4;43.1;0.025641;0.05263159;-0.0384615;-0.1416309;-0.3103448;-0.2452831;-0.3846154;"";1666.667;280.6309;627.4494;5.005226;17.09062;6.931831;-3.221226;-30.70145;-36.95761;-0.01061678;-0.06942672;-0.1470515;"";"";1
"ECOMB";"Sverige";"Aktietorget";"Byggprodukter";"ECOM";"SE0004051068";1.11;12.74058;0;0.06730774;0.05714292;0.05714292;0.03738314;-0.4307692;-0.6828572;-0.2802956;-5.179655;-9.89242;-11.91598;1.035735;2.988576;3.931507;-63.38597;-9.404901;-5.832513;-0.0009661317;-0.0186252;-0.1592842;"";"";""
"EcoRub";"Sverige";"Aktietorget";"Produktion";"ECO B";"SE0003273531";0.368;18.85742;-0.01340481;-0.102439;-0.03412076;-0.1730337;0.04249296;0.1288343;-0.8240665;-0.8927833;-5.356623;-9.983023;-6.008658;5.71264;8.316118;9.691834;-5.46592;19.04872;-6.408983;-0.03622365;-0.02188635;-0.01772571;"2017-05-19";0;1
"Edgeware";"Sverige";"Small Cap";"Kommunikation";"EDGE";"SE0009268360";38.4;954.3936;-0.002597363;-0.01030922;0.03225808;0.0971429;"";"";"";"";60.79797;20.26599;20.26599;3.782773;1.260924;1.260924;29.18635;9.728783;9.728783;-0.002970457;0.03924918;0.09228123;"2017-05-04";"";1
"Effnetplattformen";"Sverige";"First North";"Programvara & Internet";"EFFN";"SE0006425484";6.1;44.103;0;-0.08270679;-0.08955223;-0.170068;-0.7765568;-0.781362;"";"";18.37903;27.31454;24.5796;4.594062;10.85093;8.102675;-3.418837;22.9187;20.6153;-0.08864468;-0.08512068;-0.6336581;"";"";3
"Effnetplattformen Dividend";"Sverige";"First North";"Elektronisk utrustning";"EFFP";"SE0009522451";13.95;"";0;-0.03460208;-0.128125;-0.2918782;"";"";"";"";"";"";"";"";"";"";"";"";"";-0.09473687;-0.1255578;-0.07621747;"";"";2
"Efore";"Finland";"Small Cap";"Tjänster & Leverans";"EFO1V";"FI0009900054";0.625;34.8575;0;-0.02343748;0.008064508;0.01626015;0.3157895;-0.2088608;-0.0942029;0.008064508;-3.05773;-36.28145;-10.24414;0.4616887;0.4814159;0.4781538;-12.01983;8.783839;-0.5571136;0.001988053;0.006575227;0.03566468;"";"";""
"Egetaepper";"Denmark";"Small Cap";"Produktion";"EGE B";"DK0060458206";246;0.246;-0.004048583;0.01234568;0.01234568;0.03361345;0.08370044;0.2424242;0.1770335;1.05;"";"";"";"";"";"";"";"";"";0.01312935;0.008714914;0.05225599;"";"";2
"Eidesvik Offshore";"Norge";"OB Match";"Tjänster & Leverans";"EIOF";"NO0010263023";6.4;192.96;-0.007751894;0.1130435;0.1247803;0.1034483;-0.05465286;-0.2888889;-0.8012422;-0.8241758;-0.5319017;-1.061559;-1.185018;0.2297953;0.3035816;0.3127863;0.2136553;0.4575168;-2.226479;0.07784641;-0.002492368;-0.1796992;"2017-05-15";"";2
"Ekornes";"Norge";"OB Match";"Konsument";"EKO";"NO0003035305";104;3829.904;0.009708738;-0.03703704;-0.168;-0.07964602;0.009708738;0.1243243;0.1851852;0.2682927;14.07022;12.52487;14.70541;1.264245;1.130144;1.161499;8.855269;8.081798;10.19055;-0.1090329;0.02909005;0.07066333;"2017-05-04";"";4
"Elanders";"Sverige";"Mid Cap";"Media";"ELAN B";"SE0000119299";106.75;3774.467;0.01184834;-0.0183908;0.02398081;0.0215311;-0.009280742;0.6235741;1.662095;4.062385;16.09596;11.76589;12.13378;0.508284;0.434512;0.4214568;-2.124186;0.9673951;0.8550146;0.001617074;0.03578746;-0.0009216666;"2017-04-26";"";1
"Elecster";"Finland";"Small Cap";"Tjänster & Leverans";"ELEAV";"FI0009900658";14.58;54.64584;0;0.002061837;0.01602784;0.3218495;0.3965518;0.3638915;1.535652;2.313636;17.4988;12.37081;12.36423;1.252742;0.8956721;0.8721061;21.0825;-90.55621;17.87021;-0.01390952;0.1712537;0.123412;"2017-05-11";"";1
"Electra Gruppen";"Sverige";"Small Cap";"Återförsäljare";"ELEC";"SE0001572520";61.5;319.8615;-0.004048583;0.03361345;-0.1021898;-0.1054545;-0.004048583;0.0292887;-0.2656716;1.196429;12.25539;12.9622;13.2288;0.1848697;0.2020247;0.2128617;4.100789;8.943699;15.17828;-0.03570002;-0.0623287;0.005703211;"2017-04-26";"";5
"Electrolux B";"Sverige";"Large Cap";"Konsument";"ELUX B";"SE0000103814";268.7;77224.38;0.004486027;-0.01683123;0.06163574;0.139042;0.2503491;0.2509311;0.5704267;1.052712;16.4238;19.24937;24.41495;0.6337035;0.5446701;0.5588544;16.17603;11.27509;12.67208;0.01762497;0.07277501;0.1104675;"2017-04-28";"";3
"Electromagnetic Geoservices";"Norge";"OB Match";"Olja & Gas";"EMGS";"NO0010358484";4.85;159.0514;0.08988766;0.1149425;-0.01821866;-0.1579862;0.1975308;-0.3618421;-0.9678901;-0.9847775;-0.3865528;-0.6893382;-1.172127;0.5214639;0.8163756;1.212389;-3.317884;-2.434292;-6.519272;0.02446246;-0.151243;-0.08362187;"2017-05-11";"";1
"Elekta";"Sverige";"Large Cap";"Sjukvård";"EKTA B";"SE0000163628";90.7;34722.59;0.0100222;-0.04173274;0.05098486;0.0993939;0.1149354;0.4261006;-0.04324901;0.08460385;321.5172;274.306;189.2524;3.276953;2.80017;2.724798;49.53294;54.34679;53.21921;-0.01268011;0.06339502;0.08333672;"";"";3
"Elisa";"Finland";"Large Cap";"Telekommunikationstjänster";"ELISA";"FI0009007884";34.05;5437.989;0.01279002;0.007694534;0.07548956;0.08994877;0.1697011;0.05157499;0.5146797;1.172942;20.6928;20.37985;19.89223;3.263707;3.198864;3.109956;84.70388;52.12813;60.53035;0.03177047;0.01343262;0.03590429;"2017-04-20";"";4
"Ellen";"Sverige";"First North";"Bioteknik";"ELN";"SE0001233289";0.5;34.338;-0.009900981;-0.02912619;0.04166669;-0.09090911;-0.0384615;-0.1666667;-0.5694851;-0.6622078;-5.733945;-17.7789;-12.26586;1.800157;3.701176;2.633181;-5.323721;11.39694;58.59025;0.07135344;-0.07170767;-0.0861519;"";"";""
"Elos";"Sverige";"Small Cap";"Sjukvård";"ELOS B";"SE0000120776";97.75;591.4852;0.007731959;0.03166227;0;-0.03217822;-0.02977668;0.04545455;0.4589552;1.294601;20.60932;27.53987;27.75342;1.070562;1.149835;1.14995;8.634821;14.24581;4.47111;0.01334739;-0.00635922;-0.05671221;"2017-04-26";"";1
"Eltel";"Sverige";"Mid Cap";"Tjänster & Leverans";"ELTEL";"SE0006509949";46.6;2918.278;0.01304345;-0.0431212;-0.1860262;-0.0291667;-0.2297521;-0.4879121;"";"";-3.659638;33.59496;3.56916;0.2183018;0.4272946;0.2319054;-7.224087;-10.90666;-28.01091;-0.07692307;-0.008674145;-0.1441374;"2017-05-05";"";2
"Elverket Vallentuna";"Sverige";"Aktietorget";"Energiproducenter";"ELV";"SE0000912289";95.5;618.84;0.256579;0.2402597;0.2905405;0.224359;0.5098814;0.7130045;1.3875;1.808824;14.92048;10.41896;12.30673;2.182657;1.406176;1.389112;450.0655;145.9279;175.8829;0.04162562;0.01400626;0.1352479;"2017-05-18";"";1
"EMAS Offshore";"Norge";"OB Standard";"Olja & Gas";"EMAS";"SG1AD2000008";0.29;127.5049;0;0;0;-0.4821429;-0.1470589;-0.5735294;-0.9527918;-0.9383346;-0.05573279;-0.3528849;0.1213481;0.09042625;0.2335418;0.265231;0.4232079;-0.9072193;-2.583418;"";-0.1204507;-0.3915233;"2017-04-07";"";1
"Emotra";"Sverige";"Aktietorget";"Läkemedel";"EMOT";"SE0006851507";5.25;49.96425;-0.05405409;0.268116;-0.1463415;-0.3518519;-0.2335766;-0.01869157;-0.4101124;"";-7.664234;-8.066967;-7.743484;85.99699;346.2903;151.9797;-9.223601;-9.456879;-8.630146;0.1169937;-0.4098253;-0.002152205;"";"";1
"Empire";"Sverige";"First North";"Konsument";"EMP B";"SE0000661589";31.3;25.36239;-0.00634923;0.1592592;2.329787;1.565574;1.608333;1.845454;-0.9021875;-0.9659042;-10.53766;-4.727273;-7.106277;0.7175463;0.7761722;1.061342;-3.791656;-1.023001;-5.438023;0.6255287;0.5165505;0.06053817;"2017-05-12";"";1
"Enalyzer";"Denmark";"First North";"Programvara & Internet";"ENALYZ";"DK0060070589";5.2;"";0;0;-0.07142859;-0.09565221;0.1182795;0.03999996;0.1555555;0.1555555;"";"";"";"";"";"";"";"";"";-0.01206428;-0.0444395;0.03323472;"";"";2
"Endomines";"Sverige";"Small Cap";"Gruv & Metall";"ENDO";"SE0008294334";15.3;160.4358;-0.03773582;-0.05555559;-0.09467452;-0.1989529;-0.235;-0.2193878;-0.9094675;-0.9721819;-1.310796;-2.507252;-1.319598;1.401039;3.267168;1.606247;-3.252956;-4.429727;-2.909055;-0.04276621;-0.04434776;-0.1425797;"2017-04-27";"";""
"Endomines Oyj";"Finland";"Small Cap";"Gruv & Metall";"ENDOM";"SE0008294334";1.59;16.67274;0;-0.06470589;-0.1016949;-0.205;-0.2281553;-0.2604651;-0.8733422;"";-1.304883;-2.027428;-1.244755;1.39612;2.62271;1.502874;-3.268075;-3.714708;-2.792929;-0.0439139;-0.06077987;-0.1406012;"";"";""
"Enea";"Sverige";"Small Cap";"IT-Tjänster";"ENEA";"SE0008212518";69;1145.4;0.00729927;-0.1038961;-0.2290503;-0.3839286;-0.220339;-0.2159091;0.1311475;0.7380352;12.39625;14.16697;14.37427;2.196357;2.666388;2.63377;26.21053;13.43659;20.29568;-0.1023647;-0.1268362;-0.05482859;"2017-04-26";"";2
"Engelska Skolan";"Sverige";"Mid Cap";"Konsument";"ENG";"SE0008585525";67.5;2733.75;-0.003690037;-0.003690037;0.01886792;0;0.06719367;"";"";"";19.33377;20.59329;13.59322;1.378663;1.443722;0.9619753;13.82078;18.98853;12.36654;-0.005128205;0.01784289;0.02111995;"2017-05-18";"";""
"Eniro";"Sverige";"Small Cap";"Media";"ENRO";"SE0000718017";0.2303;121.6868;-0.01707216;-0.06761134;0.02355556;-0.2039405;-0.1142308;-0.6608247;-0.9950749;-0.9768543;-0.1309937;-0.4111262;-0.5608268;0.06428254;0.1605095;0.2577071;1.560088;2.130775;6.251371;-0.003952265;-0.1179076;-0.1964845;"2017-05-09";"";1
"Enorama Pharma";"Sverige";"First North";"Sjukvård";"ERMA";"SE0008216329";7.15;32.42525;0.02142859;-0.07142854;0.02142859;-0.02054796;0.03623188;"";"";"";-4.835328;-6.181561;-3.164811;7.084389;7.668585;5.402172;-2.732618;-4.535243;-2.115001;0.02291751;-0.04850674;-0.06520271;"2017-05-17";"";""
"EnQuest";"Sverige";"Mid Cap";"Olja & Gas";"ENQ";"GB00B635TG28";4.48;3595.917;0.02050117;0.06161143;-0.04761904;-0.1688311;0.4507772;0.04918034;-0.7042904;-0.6618868;2.211363;1.803852;-1.251477;0.5131511;1.107771;0.6463969;-1.786317;-3.314743;-1.529818;0.01375353;-0.09166485;0.09033834;"";"";2
"Envirologic";"Sverige";"Aktietorget";"Tjänster & Leverans";"ENVI B";"SE0005704095";3.18;24.23796;0;0.03921573;0.04950498;0.02250809;0.003154571;-0.4992126;-0.4218182;"";-6.78762;-11.32473;20.74302;3.799649;2.487534;2.489929;-4.470299;-30.82773;-22.94637;0.00409627;-0.006164789;-0.07187337;"2017-05-19";0;1
"Enzymatica";"Sverige";"First North";"Läkemedel";"ENZY";"SE0003943620";2.64;239.9417;-0.1050847;-0.032967;-0.04693136;-0.03649632;-0.3465346;-0.1400651;-0.7818182;-0.69066;-4.962406;-5.799676;-5.044183;6.367879;7.05569;6.698091;-3.913135;-4.222064;-4.343567;0.03506219;-0.03876823;-0.1494548;"2017-04-20";"";1
"Eolus Vind";"Sverige";"Small Cap";"Energiproducenter";"EOLU B";"SE0007075056";21.6;537.9912;0;-0.004608312;0.05882357;-0.04845817;-0.07692304;0.07462686;-0.3647059;-0.3076923;263.4146;32.7781;83.11626;0.5298636;0.7140268;0.6101925;7.021642;5.800668;4.154896;0.003910661;0.02558136;-0.04847449;"2017-04-20";"";2
"EOS Russia";"Sverige";"First North";"Energiproducenter";"EOS";"SE0002016261";10.4;439.14;0.004830844;-0.03703709;0.03999996;-0.0280374;0.2235294;1.08;0.4344827;-0.4693878;1.14419;-1.613186;-0.9056283;"";"";"";80.99226;-128.1095;-19.03188;0.002131224;0.0141691;0.08501172;"";"";3
"Episurf";"Sverige";"Small Cap";"Läkemedel";"EPIS B";"SE0003491562";6.4;102.0736;0.007874046;-0.08571427;0.04918036;-0.5816993;-0.412844;-0.5019456;-0.895935;-0.7649694;-1.655244;-8.307823;-8.097472;23.93285;69.30843;90.91563;-1.655427;-7.88277;-7.791583;0.03470027;-0.2449812;-0.4233423;"";"";1
"EQL Pharma";"Sverige";"Aktietorget";"Läkemedel";"EQL";"SE0005497732";7.8;186.7164;0.06122453;0.03311258;0.01298706;-0.1475409;-0.03703706;0.02631583;0.7187432;"";-39000;-9722.155;-12970.3;7.896321;6.016909;6.248673;-29.22924;-166.1969;-26.08312;0.0064255;-0.0716272;-0.04840321;"2017-05-15";"";1
"Ericsson B";"Sverige";"Large Cap";"Kommunikation";"ERIC B";"SE0000108656";58;189776;0.004329004;0.0008627996;0.013986;0.09022555;0.2159329;-0.07125702;-0.2887799;-0.04132231;-17.02527;36.2234;42.33203;0.8754798;0.9728624;1.030531;-31.48242;39.21296;9.945283;0.01109338;0.006235838;0.05979741;"2017-04-25";"";4
"Erria";"Denmark";"Small Cap";"Tjänster & Leverans";"ERRIA";"DK0060101483";9.4;"";0.0444444;0.01621618;-0.01570687;-0.1047619;0.1190476;-0.1214954;-0.430303;0.5666666;"";"";"";"";"";"";"";"";"";-0.01801556;-0.07210588;-0.008577168;"";"";2
"Esoft Systems";"Denmark";"First North";"Programvara & Internet";"ESOFT";"DK0060069813";22;77.154;0;-0.03930129;0.04761905;-0.02222222;-0.12;-0.2142857;0.4012739;2.142857;25.7883;25.7883;"";0.7300788;0.7300788;"";33.01412;33.01412;"";0.02571106;0.01945126;-0.05272466;"2017-05-02";"";3
"Etrion";"Sverige";"Small Cap";"Energiproducenter";"ETX";"CA29786T1057";2;668.18;0;-0.04306216;-0.07834104;-0.08675801;-0.09502264;0.05820106;-0.4750656;-0.2337164;-1.747641;-5.77069;-5.958719;4.950791;2.380258;3.363975;2.642167;-0.3932057;-2.848468;-0.01954156;-0.03790039;-0.01850241;"";"";2
"Etteplan";"Finland";"Small Cap";"Tjänster & Leverans";"ETT1V";"FI0009008650";7.4;183.3054;0.0263523;-0.01856762;0.05865527;0.09955424;0.3333333;0.7788462;1.349206;1.971887;20.7982;17.13196;16.89853;0.913303;0.6874982;0.719749;-11.58767;-7.111769;-1.846391;0.0006831884;0.03965175;0.1584117;"2017-05-03";"";1
"Eurocine Vaccines";"Sverige";"Aktietorget";"Läkemedel";"EUCI";"SE0001839069";4.5;240.561;-0.006622562;-0.04051174;-0.0238612;0.29683;0.3636364;3.245283;-0.5833334;-0.7815534;-9.170572;-8.908249;-10.33331;"";"";226.3622;-25.42122;-12.50857;-15.75871;0.00797379;0.05222976;0.2500035;"2017-05-18";"";1
"Eurocon";"Sverige";"Aktietorget";"Tjänster & Leverans";"EURO";"SE0002222596";5.95;246.6989;0.017094;-0.008333365;0.072072;0.1226414;0.1333333;0.3678161;0.7761194;0.5657895;12.18264;14.06948;13.1503;1.093843;0.9699895;0.9739842;13.62902;10.96085;12.41835;0.003782988;0.0655874;0.05957162;"2017-05-04";"";4
"Euroinvestor";"Denmark";"Small Cap";"Programvara & Internet";"EI";"DK0060074656";11.1;"";0.04716981;0.0277778;0.0277778;-0.1259842;-0.112;-0.2745098;-0.212766;0;"";"";"";"";"";"";"";"";"";-0.02903819;-0.06383485;-0.1082614;"2017-05-10";"";2
"European institute";"Sverige";"Aktietorget";"Sjukvård";"EURI B";"SE0000488744";0.433;3.504702;0;-0.020362;-0.03348218;-0.1830188;-0.3439394;-0.3286821;0.05609756;1.405555;-4.645923;-30.91936;-6.182582;2.797049;7.354933;5.848364;-4.575329;-14.67182;-28.85478;-0.05770481;-0.05752778;-0.1847605;"";"";1
"Europris";"Norge";"OB Match";"Konsumentprodukter";"EPR";"NO0010735343";39;6511.791;0;-0.00510206;-0.01265823;0.06557382;0.01827678;0.1470588;"";"";16.12903;16.02132;18.79922;1.257347;1.281116;1.323959;29.15549;23.71563;27.80131;-0.006453276;0.03380549;0.01738489;"2017-04-27";"";2
"Everysport Media";"Sverige";"Aktietorget";"Kommunikation";"EVERY A";"SE0002869719";0.96;108.0768;0.015873;-0.01538466;-0.02538075;-0.1724138;-0.2727273;-0.4285714;-0.1044777;-0.07030802;-5.539527;-8.556912;-6.72581;1.394845;1.737171;1.39288;-4.069004;-16.23503;-10.56425;-0.03000247;-0.01221132;-0.1852302;"2017-04-27";"";""
"Evolution Gaming";"Sverige";"First North";"Betting & Spel";"EVO";"SE0006826046";392;14100.24;0.03430079;-0.03090235;0.1529412;0.2327044;0.5252918;0.4736842;"";"";40.01102;33.78298;37.03907;11.3219;9.640272;10.17667;55.20671;121.8011;73.74358;0.001596093;0.1267883;0.2086774;"2017-04-20";"";2
"eWork";"Sverige";"Small Cap";"Bemanning";"EWRK";"SE0002402701";105.75;1817.631;0.01682692;0.01196172;-0.02083333;0.1401617;0.4006623;0.4738676;1.60468;1.858108;23.17707;19.18627;18.86625;0.2190555;0.1811738;0.180751;34.42613;21.3626;12.75008;"";0.0513767;0.2348017;"2017-04-24";"";5
"Exel Composites";"Finland";"Small Cap";"Tjänster & Leverans";"EXL1V";"FI0009007306";6.24;74.23728;-0.001600037;0.02127654;0.250501;0.2235294;0.2999999;0.2235294;0.01463409;-0.1211268;375.9036;87.6325;141.5718;1.01585;1.110243;1.094514;"";-9.209005;-46.09753;0.1204382;0.08504319;0.02745533;"";"";1
"Exeotech Invest";"Sverige";"NGM";"Kommunikation";"ETIN MTF";"SE0004237899";0.026;11.33322;0;0;-0.07142858;-0.1612903;-0.6119403;-0.8555556;-0.959375;"";-0.9701493;-0.2986079;0.09439024;1.205662;7.17315;8.815392;-0.2685597;-4.491622;-5.517674;"";-0.1216216;-0.4692101;"";"";2
"Expedit";"Denmark";"Small Cap";"Återförsäljare";"EXP B";"DK0015312474";890;0.89;0;0;0;-0.002242152;0.1194969;0.4590164;1.072177;1.738462;"";"";"";"";"";"";"";"";"";"";-0.003917158;0.09203434;"";"";2
"ExpreS2ion Biotech";"Sverige";"First North";"Bioteknik";"EXPRS2";"SE0008348262";5.05;44.0764;-0.009803865;-0.08181815;-0.1583333;-0.2937063;-0.459893;"";"";"";-5.162543;"";"";9.474721;"";"";-5.69389;"";"";-0.06042707;-0.09731656;-0.2097265;"";"";3
"Eyeonid";"Sverige";"NGM";"IT-Tjänster";"EOID MTF";"SE0007280482";4.54;188.7505;0.004424775;-0.01304347;0.7874016;0.6509091;1.063636;"";"";"";-9.557895;-9.557895;"";166.5936;166.5936;"";-10.98728;-10.98728;"";0.1541541;0.3482922;0.1668857;"";"";2
"F.E. Bording";"Denmark";"Small Cap";"Kommunikation";"BORD B";"DK0010008028";778;0.778;0;-0.01518987;-0.008917198;-0.04305043;-0.03113325;-0.002564103;-0.06265061;0.5106796;"";"";"";"";"";"";"";"";"";-0.004137754;-0.01727498;-0.01387084;"";"";2
"Fagerhult";"Sverige";"Mid Cap";"Byggprodukter";"FAG";"SE0005935558";354;13458.73;0.03357664;0.02017291;0.08923077;0.2377622;0.6580796;0.9721448;2.504985;4.283638;31.4899;22.64777;23.82728;2.861428;1.978063;2.013209;-35.61452;-42.56463;-26.96461;-0.0228551;0.1182579;0.2405594;"2017-05-03";"";5
"Farstad Shipping";"Norge";"OB Match";"Tjänster & Leverans";"FAR";"NO0003215303";0.32;12.48;0.03225803;0;-0.03030309;-0.8431373;-0.9492063;-0.9751938;-0.9973553;-0.9980723;"";-2.033042;-135.825;"";0.3450374;0.3585466;"";-0.9251338;-4.686519;-0.02003086;-0.6078211;-0.9079115;"";"";1
"Fastator";"Sverige";"First North";"Byggprodukter";"ABFAST B";"SE0007578026";26.8;375.736;0.06772904;0.0551181;0.07199997;0.02681988;-0.07266437;-0.1354839;-0.6981983;-0.7477695;4.115795;-5.690202;-12.7386;40.5631;284.2684;307.3873;-4.33145;3.12378;-24.60201;0.009701133;-0.01049483;-0.08097321;"2017-05-19";0;3
"FastOut Int.";"Sverige";"Aktietorget";"Elektronisk utrustning";"FOUT";"SE0007525738";1.03;57.99106;0.009803913;-0.0190476;-0.219697;-0.3354838;-0.2642857;-0.3757576;"";"";-9.106985;-9.106985;"";9.687619;9.687619;"";-6.999778;-6.999778;"";-0.08885884;-0.1938182;-0.08991729;"2017-04-28";"";3
"FastPassCorp";"Denmark";"First North";"Programvara & Internet";"FASTPC";"DK0060568145";48;"";0;-0.07692307;0.04347826;0.1162791;-0.1111111;0.6961131;0.06666666;1.666667;"";"";"";"";"";"";"";"";"";-0.02542782;0.04420507;0.1107727;"";"";2
"Feelgood";"Sverige";"Small Cap";"Sjukvård";"FEEL";"SE0000381840";3.84;399.1296;0.02949059;-0.01285352;0.01052631;-0.01285352;0.8640777;2.072;1.953846;0.9393938;12.3991;11.65488;-0.1648185;0.6207159;0.3800928;0.3986093;12.14452;17.20264;-5.648054;-0.0261631;0.01096344;0.3444929;"2017-05-03";"";""
"Fenix Outdoor";"Sverige";"Mid Cap";"kläder & Textil";"FOI B";"CH0242214887";961;12756.31;-0.01435897;0.01157895;0.1345927;0.1834975;0.5963455;1.211738;1.214286;5.322368;24.64077;17.97465;19.91303;2.607913;1.659645;1.762349;41.66415;28.74734;30.84246;0.07866907;0.04622936;0.2410518;"2017-05-09";"";5
"Filo Mining";"Sverige";"First North";"Gruv & Metall";"FIL";"CA31730E1016";12;630.588;0;0;-0.1011236;-0.3296089;-0.1176471;"";"";"";11.02536;11.02536;"";"";"";"";-15.20548;-15.20548;"";-0.05374688;-0.08673471;0.05440426;"2017-03-31";"";3
"Finepart";"Sverige";"Aktietorget";"Byggprodukter";"FINE";"SE0009189442";5.5;"";0;0.05769235;0.1133603;-0.1666667;"";"";"";"";"";"";"";"";"";"";"";"";"";0.02700233;-0.04312956;-0.1659111;"";"";2
"Fingerprint Cards";"Sverige";"Large Cap";"Elektronisk utrustning";"FING B";"SE0008374250";31.66;9912.018;0.03362719;0.01150162;-0.108169;-0.4032045;-0.6069522;-0.6976122;2.172345;24.73984;6.084015;12.34247;15.92143;1.6993;3.839098;4.531762;21.36211;21.40613;24.34367;-0.05841124;-0.1947751;-0.4658942;"2017-05-04";"";3
"Finnair";"Finland";"Mid Cap";"Tjänster & Leverans";"FIA1S";"FI0009003230";5.21;667.5886;0;-0.0261682;0.09684212;0.2464115;0.1840909;0.1061571;0.7661017;1.504808;7.24114;6.219879;6.762031;0.2771917;0.2522566;0.2520975;5.298322;-3.001676;1.708116;0.03438079;0.1103003;0.07373571;"2017-04-28";"";2
"Firefly";"Sverige";"First North";"Tjänster & Leverans";"FIRE";"SE0000395428";38.9;233.4389;-0.005115012;-0.007653041;0.05420054;0.07756241;0.1752267;-0.05582522;0.5560001;1.992308;55.11477;40.96006;40.10953;1.352148;1.301343;1.274966;55.19955;35.08398;34.28178;0.02319551;0.044572;0.02258408;"2017-05-10";"";1
"FirstFarms";"Denmark";"Small Cap";"Livsmedel";"FFARMS";"DK0060056166";53;249736;-0.009345794;-0.02752294;-0.01851852;0;0.1521739;0.1521739;-0.02752294;0.3054188;-19629.63;3608.713;-572.1953;1917.256;1874.61;1902.163;-14885.62;-15760.17;-10834.64;-0.01876432;0.02830446;0.07497227;"";"";1
"Fiskars";"Finland";"Large Cap";"Konsument";"FIS1V";"FI0009000400";21.09;1727.376;0.009090935;-0.03522417;0.08320498;0.06784811;0.2553572;0.2820668;0.05450001;0.4645834;11.43213;-1.617563;17.15112;1.422177;1.236462;1.330421;14.86555;5.591942;20.3485;0.02256215;0.04980481;0.09699594;"2017-04-28";"";5
"FIT Biotech";"Finland";"First North";"Bioteknik";"FITBIO";"FI4000148606";0.036;0.99612;0;-0.1627908;-0.3454546;-0.5813954;-0.6785715;-0.952;"";"";-0.272934;0.825727;4.12419;4.955821;494.9349;3.331338;-0.3760362;-5.650702;-4.361273;-0.1745335;-0.3044285;-0.6838002;"";"";1
"FLEX LNG";"Norge";"Oslo Axess";"Tjänster & Leverans";"FLNG";"VGG359451074";11.3;1444.332;0.02262443;-0.00877188;-0.08130081;-0.01739129;0.02727274;0.0366973;0.9652174;1.568182;-95.60068;-70.24214;-71.1983;"";"";"";-74.86961;-67.2738;-67.05054;-0.02214575;-0.05197721;0.0539341;"";"";1
"FLSmidth & Co.";"Denmark";"Large Cap";"Produktion";"FLS";"DK0010234467";394.7;19338.72;0.02572772;-0.01003261;0.05365725;0.1296509;0.3849123;0.6514645;0.2200928;0.2466835;37.33376;41.43442;29.08128;1.063034;0.7495849;0.8136632;15.43394;13.75242;15.56783;-0.02063906;0.06743228;0.2378658;"2017-05-09";"";1
"Flugger";"Denmark";"Small Cap";"Byggprodukter";"FLUG B";"DK0010218189";374;0.374;0;0.002680965;0.005376345;0.1;0.1282051;0.05649717;0.06704707;0.1;"";"";"";"";"";"";"";"";"";0.001407981;0.05331922;0.05196679;"";"";2
"FM Mattsson";"Sverige";"Small Cap";"Byggprodukter";"FMM B";"SE0001116021";83.25;952.7963;-0.01186944;-0.06197183;-0.0698324;"";"";"";"";"";15.69689;3.924221;5.232295;0.8645279;0.216132;0.288176;24.62006;6.155015;8.206686;-0.05394191;"";"";"";"";""
"Follicum";"Sverige";"Aktietorget";"Läkemedel";"FOLLI";"SE0006288270";4.62;73.9431;0;-0.07600002;0.004347822;-0.3205883;-0.02118642;-0.06477736;"";"";-3.600935;-5.401146;-6.276737;4621.444;3088.069;1626.584;-3.546262;-2.207;-5.100756;0.04617393;-0.1010569;-0.06179583;"";"";1
"Formpipe Software";"Sverige";"Small Cap";"Programvara & Internet";"FPIP";"SE0001338039";14.5;743.4585;0;0.006944471;0.1153846;0.1417323;0.5183246;0.6860464;1.416667;1.699432;31.39208;26.56659;24.81812;1.92521;1.405097;1.413305;19.82979;16.44264;14.61393;0.00675559;0.0907153;0.2593476;"2017-04-24";"";1
